schema_id,field_order,field,type,required,role,allowed_values,schema_row_sha256
aod_relational_temporal_measurement_packet_v1,0,temporal_measurement_id,string,yes,packet identity,,339ec234a03d971710fc2401842f3c4f7311dd75eeb86517d26ad223371c400a
aod_relational_temporal_measurement_packet_v1,1,subject_sadar_packet_id,string,yes,subject recurrent flow packet,,136a7f306a806059694a1fc8795dae7ef40fc87ea1d098360e15b47809b4f618
aod_relational_temporal_measurement_packet_v1,2,reference_sadar_packet_id,string,yes,reference recurrent flow packet,,2c4c6a008e3b86dd5873ae77cc81ed6624354eb4a09d6808c080ce07e15e739d
aod_relational_temporal_measurement_packet_v1,3,subject_phase_extractor_id,string,yes,frozen subject phase extractor,,3b097c18036d25aeab3858bb9a4c117e5ceeac0e7c4f6529a3afbb0f588826fc
aod_relational_temporal_measurement_packet_v1,4,reference_phase_extractor_id,string,yes,frozen reference phase extractor,,7d73503e4494d7b8b9b085ecd01b56cf621e4c203922fe9f4b1aaeb6478182ce
aod_relational_temporal_measurement_packet_v1,5,coupling_boundary_id,string,yes,declared coupling boundary,,2acdd5dcb15834423fa9942cc81fdbddd63461d74027e84b80220e8b18bff16b
aod_relational_temporal_measurement_packet_v1,6,coupling_window_id,string,yes,declared coupling window,,41c6c8d67a631d3417b006c0582d58b98d860f2c7f0c75d5b7c230c09f32260b
aod_relational_temporal_measurement_packet_v1,7,subject_recurrence_count,positive_integer,yes,primitive lock count m,,4f659df5d36f4840c625de3fec2adae95acd575c9fe3eef4c14fefc015975cf0
aod_relational_temporal_measurement_packet_v1,8,reference_recurrence_count,positive_integer,yes,primitive lock count n,,8b9ee38868ec21f3f13bc58196f30d0eafbf678b63c222f0170d79b695f30dbe
aod_relational_temporal_measurement_packet_v1,9,phase_residual_num,integer,yes,exact phase residual numerator,,63791f665eb0faaaa108353b2c7289dcbbfe189b41adf7804392a2c52388f566
aod_relational_temporal_measurement_packet_v1,10,phase_residual_den,positive_integer,yes,exact phase residual denominator,,709254e545fedce35616f8eab137dbcf3504a4aa6660ed6fceb8216df2ee07bd
aod_relational_temporal_measurement_packet_v1,11,phase_modulus,positive_integer_or_symbolic,yes,declared phase modulus,,c9c8e08f41cb861ecacdf6a69860161f0d3174fc9e747746089c7aea344affcd
aod_relational_temporal_measurement_packet_v1,12,proper_prefix_lock_count,nonnegative_integer,yes,primitive-lock minimality audit,0_for_primitive_lock,507959af5df59725c3994006a8ff04204f452ee12c00e0672a7e6ecdc6309340
aod_relational_temporal_measurement_packet_v1,13,primitive_lock_status,enum,yes,primitive relation status,passed;failed;candidate_set;unresolved,185684b184ac5cdbeeef7501d35bf5eb3a271256b2c5ca3623f8aaf39d4c9ef1
aod_relational_temporal_measurement_packet_v1,14,alias_class_status,enum,yes,phase alias treatment,unique;equivalent_class;unresolved,7ab4b958904f5936514ed4c35bdc5f8e8e1bf8460cd0254e469908f3b9f78166
aod_relational_temporal_measurement_packet_v1,15,support_state,enum,yes,support admission,supported;ambiguous;excluded,ba4a20958c20f8a86cde7847c09534ae35e06f312f781547dbbaf028b8581688
aod_relational_temporal_measurement_packet_v1,16,uncertainty_state,enum,yes,observation-independent native uncertainty state,exact;set_valued;unresolved,488c1d60e745943dc231bc7b09866f3c8e713b6032288bf5364291fa5b6b8b37
aod_relational_temporal_measurement_packet_v1,17,temporal_ratio_num,positive_integer,yes_when_locked,T_subject/T_reference numerator n,,d85613f0811cc0e7e96b9b43686bb4418cadc52a7beceea83bdca080f567a9d7
aod_relational_temporal_measurement_packet_v1,18,temporal_ratio_den,positive_integer,yes_when_locked,T_subject/T_reference denominator m,,3f100ef5d7586e5123254db93e378e8e50ec582c49bfb2ddd9e32cdb6752d3b4
aod_relational_temporal_measurement_packet_v1,19,frequency_ratio_num,positive_integer,yes_when_locked,nu_subject/nu_reference numerator m,,3f5b05d36abca829a185329c296f57cca11492fa0a393e5113168ac20e38b666
aod_relational_temporal_measurement_packet_v1,20,frequency_ratio_den,positive_integer,yes_when_locked,nu_subject/nu_reference denominator n,,fdff8ac7ec97a510588fe90b5ff0180a11e09565d9b483f78ddc29dd3996230d
aod_relational_temporal_measurement_packet_v1,21,target_value_read_status,enum,yes,target quarantine,not_read,c3ca33dfeb744185d96ea36fa03d64c5fb913e1681473d46b2009852e5a9d9d7
aod_relational_temporal_measurement_packet_v1,22,packet_sha256,sha256,yes,canonical packet hash,,46d47a527fd60686a3b6e323ed67d5ce63944d1984a4480ce2b899040fea040d
